-0.06245144	0.024689713	-0.05066343	-0.008501163	0.00062329625	-0.0767879	-0.02493912	0.049657837	0.013135665	-0.008118586	-0.029972626	-0.02043576	-0.00056635786	0.00022249272	-0.023376836	0.071653955
-0.054164086	-0.0017157076	-0.060141098	-0.08274583	-0.02581429	-0.10803897	0.002626024	0.054001156	-0.01214048	0.030306747	-0.008880603	0.027802302	0.047732692	0.006017672	0.002504673	0.056207217
-0.03716863	-0.08410965	-0.09144107	-0.0131680295	-0.047233436	-0.1641817	-0.022858992	0.042738512	0.063212074	0.07244936	-0.027104197	0.035870876	-0.018282693	-0.014099318	-0.028470153	0.014029139
-0.00844865	0.032353066	-0.1232094	-0.042326942	-0.109439865	-0.082660705	-0.036626816	0.07979886	0.018413275	-0.025490722	0.018505907	-0.009527345	0.0009832351	-0.05884221	0.014433278	0.04476952
-0.018198647	-0.048750605	-0.046230167	-0.0018094071	-0.060951397	-0.08705802	-0.013794905	0.07451095	0.0027573875	-0.059047714	0.0017388642	0.0093541285	-0.014406249	-0.016758641	0.00037842747	0.099136755
-0.0024304646	-0.010956114	-0.06129601	0.035742488	-0.029615344	-0.11071157	0.0023162412	0.01058824	0.02335007	-0.041151166	0.017482642	-0.042553324	-0.003374541	-0.012867646	0.075715974	0.032936357
-0.082971804	-0.06168823	-0.091378614	-0.021442935	-0.0774028	-0.044610072	0.065584175	0.096383885	0.006610303	0.03552591	-0.04084348	-0.028850269	-0.013382139	0.039306622	-0.108236395	0.0053634187
-0.043595515	0.049031112	-0.11452936	0.022325788	-0.044850238	-0.07529285	0.028338628	0.053585913	-0.025683766	-0.004188789	-0.032124825	0.01931789	0.0047672857	0.030705737	-0.006691853	0.06255037
-0.047373403	-0.081324905	-0.07403218	-0.009557565	0.0050254376	-0.10787523	-0.030902654	-0.034875404	0.0233195	-0.058901276	0.03237731	0.016564457	0.063087024	0.013636255	-0.009352098	-0.053636752
-0.05656021	-0.04170199	-0.027138738	-0.014999084	-0.05701024	-0.12501277	-0.029343244	0.08984842	0.056582034	0.012032357	-0.0317184	0.009714788	0.08036732	-0.047978394	-0.0014624797	-0.06440332
-0.050693274	-0.004933828	0.029949991	-0.12349835	0.027259553	-0.14059554	-0.0012554658	0.064534895	0.05906637	0.0412638	-0.0047041858	0.045425717	0.0082540745	0.06009358	-0.0014656243	0.050546262
-0.0006938446	-0.018963326	-0.015088855	-0.07465687	-0.029008906	-0.101856865	0.030779561	0.05130866	0.028991386	-0.048044004	0.039785992	0.053892404	0.07975603	0.060597338	-0.020375544	0.05717185
0.010324991	0.018743586	-0.10044133	-0.026038675	0.030465595	0.004639801	-0.02208617	0.019026205	-0.024621885	-0.009941453	-0.088580534	0.036305256	-0.04448036	0.00014299469	-0.04451396	0.022966765
